630.00	КП66
525.00	КП18
1050.00	КП19
525.00	КП20
700.00	КП51
525.00	КП21
1050.00	КП22
970.00	КП23
525.00	КП49
875.00	КП60
875.00	КП55
1050.00	КП24
700.00	КП25
595.00	КП45
525.00	КП26
525.00	КП27
700.00	КП69
630.00	КП29
1050.00	КП31
1050.00	КП61
2000.00	КП56
980.00	КП72
1050.00	КП59
1050.00	КП32
980.00	КП48
1050.00	КП2
997.00	КП33
525.00	КП34
700.00	КП50
623.00	КП35
525.00	КП36
623.00	КП37
700.00	КП38
700.00	КП73
1050.00	КП40
32000.00	МУ1
3000.00	МУ3
6000.00	МУ4
2000.00	МУ2
6000.00	МУ32
500.00	МУ5
1000.00	МУ34
250.00	МУ33
3000.00	МУ6
4500.00	МУ7
6000.00	МУ8
6000.00	МУ10
15000.00	МУ12
25000.00	МУ13
10000.00	МУ14
7500.00	МУ11
8500.00	МУ35
9500.00	МУ36
12000.00	МУ37
14000.00	МУ36.
16000.00	МУ38
7500.00	МУ15
7500.00	МУ16
